trip,city,b_state,b_boardcomputer,b_battery_pack,p_bikes,p_address,b_lock_types,p_spot,p_name,p_lng,p_bike_racks,b_pedelec_battery,b_active,b_electric_lock,p_lat,datetime,p_terminal_type,p_special_racks,p_rack_locks,p_bike_types,p_bike,p_maintenance,b_bike_type,p_free_special_racks,b_number,p_free_racks,p_place_type,p_booked_bikes,p_uid,p_number
end,dresden,ok,7551006213,,2,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 09:13:00,,0,False,"{""15"": 2}",False,False,15,0,93770,0,0,0,338637,4300
start,dresden,ok,7551006213,,2,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 09:31:00,,0,False,"{""15"": 2}",False,False,15,0,93770,0,0,0,338637,4300
end,dresden,ok,7551006213,,1,,frame_lock,False,BIKE 93770,13.739216666667,0,,True,True,51.070986666667,2019-05-13 18:46:00,,0,False,"{""15"": 1}",True,False,15,0,93770,0,12,0,15707859,0
start,dresden,ok,7551006213,,1,,frame_lock,False,BIKE 93770,13.737441111111,0,,True,True,51.071142222222,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93770,0,12,0,15711479,0
end,dresden,ok,7551006213,,1,,frame_lock,False,BIKE 93770,13.737441111111,0,,True,True,51.071142222222,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93770,0,12,0,15711479,0
last,dresden,ok,7551006213,,1,,frame_lock,False,BIKE 93770,13.739013333333,0,,True,True,51.070946666667,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93770,0,12,0,15713779,0
first,dresden,ok,7551013191,,1,,frame_lock,False,BIKE 93874,13.800054444444,0,,True,True,51.010484444444,2019-05-13 00:00:00,,0,False,"{""71"": 1}",True,False,71,0,93874,0,12,0,15632298,0
start,dresden,ok,7551013191,,1,,frame_lock,False,BIKE 93874,13.800714444444,0,,True,True,51.009995555556,2019-05-13 18:28:00,,0,False,"{""71"": 1}",True,False,71,0,93874,0,12,0,15632298,0
end,dresden,ok,7551013191,,1,,frame_lock,False,BIKE 93874,13.800714444444,0,,True,True,51.009995555556,2019-05-13 18:30:00,,0,False,"{""71"": 1}",True,False,71,0,93874,0,12,0,15632298,0
start,dresden,ok,7551013191,,1,,frame_lock,False,BIKE 93874,13.800144444444,0,,True,True,51.010497777778,2019-05-13 20:57:00,,0,False,"{""71"": 1}",True,False,71,0,93874,0,12,0,15632298,0
end,dresden,ok,7551013191,,1,,frame_lock,False,BIKE 93874,13.800144444444,0,,True,True,51.010497777778,2019-05-13 20:59:00,,0,False,"{""71"": 1}",True,False,71,0,93874,0,12,0,15632298,0
last,dresden,ok,7551013191,,1,,frame_lock,False,BIKE 93874,13.800058888889,0,,True,True,51.010546666667,2019-05-13 23:59:00,,0,False,"{""71"": 1}",True,False,71,0,93874,0,12,0,15632298,0
first,dresden,ok,7551006867,,4,,frame_lock,True,Hotel Smetana,13.791795372963,4,,True,True,51.038820284961,2019-05-13 12:33:00,,0,False,"{""undefined"": 2, ""15"": 2}",False,False,15,0,93029,0,0,0,318577,4409
start,dresden,ok,7551006867,,4,,frame_lock,True,Hotel Smetana,13.791795372963,4,,True,True,51.038820284961,2019-05-13 18:28:00,,0,False,"{""undefined"": 3, ""15"": 1}",False,False,15,0,93029,0,0,0,318577,4409
end,dresden,ok,7551006867,,4,,frame_lock,True,Hotel Smetana,13.791795372963,4,,True,True,51.038820284961,2019-05-13 18:30:00,,0,False,"{""undefined"": 3, ""15"": 1}",False,False,15,0,93029,0,0,0,318577,4409
start,dresden,ok,7551006867,,4,,frame_lock,True,Hotel Smetana,13.791795372963,4,,True,True,51.038820284961,2019-05-13 20:57:00,,0,False,"{""undefined"": 3, ""15"": 1}",False,False,15,0,93029,0,0,0,318577,4409
end,dresden,ok,7551006867,,4,,frame_lock,True,Hotel Smetana,13.791795372963,4,,True,True,51.038820284961,2019-05-13 20:59:00,,0,False,"{""undefined"": 3, ""15"": 1}",False,False,15,0,93029,0,0,0,318577,4409
last,dresden,ok,7551006867,,3,,frame_lock,True,Hotel Smetana,13.791795372963,4,,True,True,51.038820284961,2019-05-13 23:59:00,,0,False,"{""undefined"": 2, ""15"": 1}",False,False,15,0,93029,1,0,0,318577,4409
first,dresden,ok,7551007191,,1,,frame_lock,False,BIKE 93788,13.68608,0,,True,True,51.083373333333,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93788,0,12,0,15668725,0
start,dresden,ok,7551007191,,1,,frame_lock,False,BIKE 93788,13.68608,0,,True,True,51.083257777778,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93788,0,12,0,15702789,0
end,dresden,ok,7551007191,,1,,frame_lock,False,BIKE 93788,13.68608,0,,True,True,51.083257777778,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93788,0,12,0,15702789,0
start,dresden,ok,7551007191,,1,,frame_lock,False,BIKE 93788,13.685771111111,0,,True,True,51.083244444444,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93788,0,12,0,15702789,0
end,dresden,ok,7551007191,,1,,frame_lock,False,BIKE 93788,13.685771111111,0,,True,True,51.083244444444,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93788,0,12,0,15702789,0
last,dresden,ok,7551007191,,1,,frame_lock,False,BIKE 93788,13.685867777778,0,,True,True,51.083551111111,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93788,0,12,0,15702789,0
first,dresden,ok,7551003759,,5,,frame_lock,True,Weberplatz,13.74926,0,,True,True,51.03022,2019-05-13 00:00:00,traffic_sign,0,False,"{""undefined"": 2, ""15"": 2, ""71"": 1}",False,False,0,0,93378,0,0,0,4783682,4457
last,dresden,ok,7551003759,,4,,frame_lock,True,Weberplatz,13.74926,0,,True,True,51.03022,2019-05-13 04:21:00,traffic_sign,0,False,"{""undefined"": 2, ""15"": 2}",False,False,0,0,93378,0,0,0,4783682,4457
first,dresden,ok,7551006303,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 00:00:00,,0,False,"{""undefined"": 1, ""15"": 4}",False,False,15,0,93658,0,0,0,681987,4446
last,dresden,ok,7551006303,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 16:58:00,,0,False,"{""undefined"": 3, ""15"": 2}",False,False,15,0,93658,0,0,0,681987,4446
first,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.780488888889,0,,True,True,51.043902222222,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15668292,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.781027777778,0,,True,True,51.04396,2019-05-13 07:12:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15668292,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.780623333333,0,,True,True,51.04396,2019-05-13 07:47:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15679166,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.780783333333,0,,True,True,51.044044444444,2019-05-13 08:42:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15679166,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.726567777778,0,,True,True,51.029662222222,2019-05-13 09:12:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15682046,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.726567777778,0,,True,True,51.029662222222,2019-05-13 09:13:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15682046,0
end,dresden,ok,7551006192,,1,,frame_lock,True,Andreas-Pfitzmann-Bau,13.723919391632,0,,True,True,51.025619416653,2019-05-13 09:19:00,traffic_sign,0,False,"{""15"": 1}",False,False,15,0,93054,0,0,0,4405708,4461
start,dresden,ok,7551006192,,1,,frame_lock,True,Andreas-Pfitzmann-Bau,13.723919391632,0,,True,True,51.025619416653,2019-05-13 12:30:00,traffic_sign,0,False,"{""15"": 1}",False,False,15,0,93054,0,0,0,4405708,4461
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.737367777778,0,,True,True,51.02876,2019-05-13 12:39:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15689919,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.737362222222,0,,True,True,51.02876,2019-05-13 12:43:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15689919,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.72644,0,,True,True,51.072137777778,2019-05-13 13:11:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15691338,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.726495555556,0,,True,True,51.072217777778,2019-05-13 13:19:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15691338,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.727512222222,0,,True,True,51.071413333333,2019-05-13 13:23:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15691926,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.727707777778,0,,True,True,51.071337777778,2019-05-13 13:59:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15691926,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.732997777778,0,,True,True,51.077866666667,2019-05-13 14:06:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15694068,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.732995555556,0,,True,True,51.077866666667,2019-05-13 15:55:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15694068,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.724167777778,0,,True,True,51.074293333333,2019-05-13 16:01:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15700256,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.724124444444,0,,True,True,51.074226666667,2019-05-13 16:13:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15700256,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.733093333333,0,,True,True,51.077946666667,2019-05-13 16:29:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15701776,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.733093333333,0,,True,True,51.077946666667,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15701776,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.733093333333,0,,True,True,51.077946666667,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15701776,0
start,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.73312,0,,True,True,51.078075555556,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15711101,0
end,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.73312,0,,True,True,51.078075555556,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15711101,0
last,dresden,ok,7551006192,,1,,frame_lock,False,BIKE 93054,13.732674444444,0,,True,True,51.077671111111,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93054,0,12,0,15711101,0
first,dresden,ok,7551005312,,5,,frame_lock,True,Wundtstr. / Zellescher Weg,13.74773,0,,True,True,51.02837,2019-05-13 04:33:00,free,0,False,"{""undefined"": 2, ""15"": 2, ""71"": 1}",False,False,15,0,93643,0,0,0,4405670,4458
start,dresden,ok,7551005312,,4,,frame_lock,True,Wundtstr. / Zellescher Weg,13.74773,0,,True,True,51.02837,2019-05-13 05:41:00,free,0,False,"{""undefined"": 1, ""15"": 3}",False,False,15,0,93643,0,0,0,4405670,4458
end,dresden,ok,7551005312,,2,,frame_lock,True,TU Dresden Hörsaalzentrum,13.730576634407,0,,True,True,51.029205917714,2019-05-13 05:50:00,sign,0,False,"{""15"": 1, ""71"": 1}",False,False,15,0,93643,0,0,0,4405587,4452
start,dresden,ok,7551005312,,2,,frame_lock,True,TU Dresden Hörsaalzentrum,13.730576634407,0,,True,True,51.029205917714,2019-05-13 06:42:00,sign,0,False,"{""15"": 1, ""71"": 1}",False,False,15,0,93643,0,0,0,4405587,4452
end,dresden,ok,7551005312,,2,,frame_lock,True,TU Dresden Hörsaalzentrum,13.730576634407,0,,True,True,51.029205917714,2019-05-13 06:46:00,sign,0,False,"{""15"": 1, ""71"": 1}",False,False,15,0,93643,0,0,0,4405587,4452
start,dresden,ok,7551005312,,2,,frame_lock,True,TU Dresden Hörsaalzentrum,13.730576634407,0,,True,True,51.029205917714,2019-05-13 10:27:00,sign,0,False,"{""15"": 2}",False,False,15,0,93643,0,0,0,4405587,4452
end,dresden,ok,7551005312,,2,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 11:00:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,15,0,93643,0,0,0,4405747,4463
start,dresden,ok,7551005312,,1,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 11:10:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4405747,4463
end,dresden,ok,7551005312,,1,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 11:12:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4405747,4463
start,dresden,ok,7551005312,,2,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 12:54:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,15,0,93643,0,0,0,4405747,4463
end,dresden,ok,7551005312,,2,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 12:56:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,15,0,93643,0,0,0,4405747,4463
start,dresden,ok,7551005312,,4,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 13:57:00,free,0,False,"{""undefined"": 2, ""15"": 2}",False,False,15,0,93643,0,0,0,4405747,4463
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.73186,0,,True,True,51.036004444444,2019-05-13 14:13:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15694433,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.73253,0,,True,True,51.03588,2019-05-13 16:25:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15694433,0
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731408888889,0,,True,True,51.036391111111,2019-05-13 16:27:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15701702,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731443333333,0,,True,True,51.036248888889,2019-05-13 16:32:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15701702,0
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731411111111,0,,True,True,51.036142222222,2019-05-13 16:35:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15702061,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731318888889,0,,True,True,51.036075555556,2019-05-13 16:39:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15702061,0
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731463333333,0,,True,True,51.036155555556,2019-05-13 16:41:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15702388,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731463333333,0,,True,True,51.036155555556,2019-05-13 16:43:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15702388,0
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731522222222,0,,True,True,51.036004444444,2019-05-13 16:45:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15702579,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731516666667,0,,True,True,51.035986666667,2019-05-13 18:03:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15702579,0
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.730996666667,0,,True,True,51.036035555556,2019-05-13 18:05:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15706274,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731805555556,0,,True,True,51.035764444444,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15706274,0
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731805555556,0,,True,True,51.035764444444,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15706274,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731805555556,0,,True,True,51.035764444444,2019-05-13 18:35:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15706274,0
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.73163,0,,True,True,51.03568,2019-05-13 18:38:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15707567,0
start,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731942222222,0,,True,True,51.035848888889,2019-05-13 20:32:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15707567,0
end,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 20:37:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
start,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 20:38:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731382222222,0,,True,True,51.034422222222,2019-05-13 20:41:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15711245,0
start,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 20:57:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
end,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 20:59:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
start,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 21:06:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
end,dresden,ok,7551005312,,1,,frame_lock,False,BIKE 93643,13.731402222222,0,,True,True,51.034524444444,2019-05-13 21:10:00,,0,False,"{""15"": 1}",True,False,15,0,93643,0,12,0,15711873,0
start,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 22:26:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
end,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 22:30:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
start,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 22:47:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
end,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 22:50:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
start,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 23:16:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
end,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 23:18:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
last,dresden,ok,7551005312,,1,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 23:59:00,free,0,False,"{""15"": 1}",False,False,15,0,93643,0,0,0,4783708,4464
first,dresden,ok,7551005465,,1,,frame_lock,False,BIKE 93241,13.704117777778,0,,True,True,51.046315555556,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93241,0,12,0,15669506,0
start,dresden,ok,7551005465,,1,,frame_lock,False,BIKE 93241,13.70466,0,,True,True,51.045702222222,2019-05-13 15:52:00,,0,False,"{""15"": 1}",True,False,15,0,93241,0,12,0,15676341,0
end,dresden,ok,7551005465,,2,,frame_lock,True,World-Trade-Center,13.720845580101,0,,True,True,51.049181327086,2019-05-13 16:03:00,,0,False,"{""15"": 1, ""71"": 1}",False,False,15,0,93241,0,0,0,27113,4426
start,dresden,ok,7551005465,,2,,frame_lock,True,World-Trade-Center,13.720845580101,0,,True,True,51.049181327086,2019-05-13 16:13:00,,0,False,"{""15"": 1, ""71"": 1}",False,False,15,0,93241,0,0,0,27113,4426
end,dresden,ok,7551005465,,2,,frame_lock,True,Cottaer Straße (Haltestelle),13.712477087975,0,,True,True,51.050166045123,2019-05-13 16:20:00,free,0,False,"{""15"": 1, ""71"": 1}",False,False,15,0,93241,0,0,0,10299537,4481
start,dresden,ok,7551005465,,2,,frame_lock,True,Cottaer Straße (Haltestelle),13.712477087975,0,,True,True,51.050166045123,2019-05-13 16:33:00,free,0,False,"{""15"": 1, ""71"": 1}",False,False,15,0,93241,0,0,0,10299537,4481
end,dresden,ok,7551005465,,1,,frame_lock,True,Haltepunkt Plauen,13.703261017799,0,,True,True,51.030086474318,2019-05-13 17:12:00,,0,False,"{""15"": 1}",False,False,15,0,93241,0,0,0,310789,4435
start,dresden,ok,7551005465,,1,,frame_lock,True,Haltepunkt Plauen,13.703261017799,0,,True,True,51.030086474318,2019-05-13 17:26:00,,0,False,"{""15"": 1}",False,False,15,0,93241,0,0,0,310789,4435
end,dresden,ok,7551005465,,1,,frame_lock,False,BIKE 93241,13.746451111111,0,,True,True,51.062182222222,2019-05-13 18:01:00,,0,False,"{""15"": 1}",True,False,15,0,93241,0,12,0,15706096,0
